Top 20 Cross-Category Correlated Feature Pairs:
1. market_forward_excess_returns - forward_returns: 0.9999
1763. D5 - M4: 0.0036
1764. D1 - I1: 0.0036
1765. I1 - D2: 0.0036
1766. V8 - P2: 0.0035
1767. D7 - M18: 0.0035
1768. D8 - E12: 0.0035
1769. S3 - D8: 0.0035
1770. M7 - E13: 0.0035
1771. M10 - P4: 0.0035
1772. D9 - M16: 0.0034
1773. E14 - D2: 0.0034
1774. D1 - E14: 0.0034
1775. E17 - D7: 0.0034
1776. P9 - forward_returns: 0.0034
1777. I8 - E1: 0.0034
1778. market_forward_excess_returns - I7: 0.0034
1779. V7 - D2: 0.0033
1780. V7 - D1: 0.0033
1781. D1 - S3: 0.0033
1782. S3 - D2: 0.0033
1783. D6 - E2: 0.0033
1784. D3 - E15: 0.0032
1785. D6 - E8: 0.0032
1786. S11 - M9: 0.0032
1787. V8 - market_forward_excess_returns: 0.0031
1788. E20 - D6: 0.0031
1789. E7 - D8: 0.0031
1790. P8 - D4: 0.0030
1791. market_forward_excess_returns - P4: 0.0030
1792. D7 - P7: 0.0030
1793. D3 - E1: 0.0030
1794. M14 - D6: 0.0030
1795. P7 - M10: 0.0029
1796. P3 - E4: 0.0029
1797. P4 - forward_returns: 0.0029
1798. P9 - D3: 0.0029
1799. D6 - V8: 0.0029
1800. V9 - D7: 0.0029
1801. P11 - D6: 0.0028
1802. P2 - D3: 0.0028
1803. D9 - V7: 0.0028
1804. D6 - S7: 0.0027
1805. P13 - D7: 0.0027
1806. D7 - E18: 0.0027
1807. M17 - D6: 0.0027
1808. I5 - E16: 0.0027
1809. D5 - I3: 0.0027
1810. E11 - D4: 0.0026
1811. D3 - V1: 0.0026
1812. D3 - S3: 0.0026
1813. D9 - E11: 0.0026
1814. S7 - E17: 0.0026
1815. M16 - D7: 0.0025
1816. M16 - S8: 0.0025
1817. I4 - D2: 0.0025
1818. I4 - D1: 0.0025
1819. V10 - D7: 0.0025
1820. V7 - D5: 0.0025
1821. D1 - I2: 0.0025
1822. D2 - I2: 0.0025
1823. E10 - D2: 0.0024
1824. E10 - D1: 0.0024
1825. D1 - P7: 0.0024
1826. D2 - P7: 0.0024
1827. P8 - D9: 0.0024
1828. E14 - forward_returns: 0.0024
1829. M13 - D7: 0.0024
1830. P11 - S7: 0.0024
1831. E6 - D6: 0.0023
1832. V7 - D8: 0.0023
1833. V11 - forward_returns: 0.0023
1834. D9 - P10: 0.0023
1835. M2 - E13: 0.0023
1836. I1 - S3: 0.0023
1837. D3 - V7: 0.0022
1838. forward_returns - I4: 0.0022
1839. D3 - S6: 0.0022
1840. E12 - D9: 0.0022
1841. V2 - E19: 0.0022
1842. M4 - date_id: 0.0021
1843. P10 - V8: 0.0021
1844. E16 - S6: 0.0021
1845. V11 - D7: 0.0021
1846. P4 - E18: 0.0021
1847. D1 - I8: 0.0021
1848. I8 - D2: 0.0021
1849. D6 - I9: 0.0021
1850. P3 - D8: 0.0021
1851. D4 - E17: 0.0021
1852. D7 - M14: 0.0021
1853. forward_returns - M16: 0.0021
1854. I6 - D9: 0.0021
1855. market_forward_excess_returns - V4: 0.0020
1856. P1 - V7: 0.0020
1857. D1 - E4: 0.0020
1858. E4 - D2: 0.0020
1859. M18 - D5: 0.0020
1860. D3 - I2: 0.0020
1861. I4 - market_forward_excess_returns: 0.0020
1862. D7 - E11: 0.0019
1863. I5 - D6: 0.0019
1864. V2 - market_forward_excess_returns: 0.0019
1865. S5 - D1: 0.0019
1866. D2 - S5: 0.0019
1867. D8 - E4: 0.0019
1868. E16 - S5: 0.0019
1869. M16 - D8: 0.0019
1870. M4 - E10: 0.0018
1871. M2 - E17: 0.0018
1872. D9 - P11: 0.0018
1873. M7 - D7: 0.0018
1874. D3 - V9: 0.0018
1875. V4 - forward_returns: 0.0018
1876. forward_returns - V2: 0.0018
1877. D8 - V4: 0.0018
1878. D8 - V13: 0.0017
1879. D7 - M9: 0.0017
1880. D9 - E20: 0.0017
1881. E16 - I9: 0.0017
1882. E10 - D9: 0.0016
1883. D1 - E12: 0.0016
1884. E12 - D2: 0.0016
1885. D9 - E2: 0.0016
1886. M15 - P3: 0.0016
1887. I6 - D7: 0.0016
1888. M18 - D9: 0.0016
1889. forward_returns - P2: 0.0016
1890. E16 - D2: 0.0016
1891. E16 - D1: 0.0016
1892. D8 - E15: 0.0016
1893. D6 - P10: 0.0015
1894. E10 - D5: 0.0015
1895. E18 - D6: 0.0015
1896. D5 - V1: 0.0015
1897. P6 - D1: 0.0015
1898. D2 - P6: 0.0015
1899. V2 - D3: 0.0015
1900. M6 - D2: 0.0015
1901. D1 - M6: 0.0015
1902. I8 - D8: 0.0014
1903. D8 - M18: 0.0014
1904. P4 - E19: 0.0014
1905. E20 - D5: 0.0014
1906. D9 - risk_free_rate: 0.0014
1907. M7 - I5: 0.0014
1908. D7 - M2: 0.0013
1909. E10 - D7: 0.0013
1910. E17 - D2: 0.0013
1911. E17 - D1: 0.0013
1912. P3 - D9: 0.0013
1913. V12 - D1: 0.0013
1914. D2 - V12: 0.0013
1915. M8 - D2: 0.0012
1916. M8 - D1: 0.0012
1917. forward_returns - E20: 0.0012
1918. V8 - D3: 0.0012
1919. I6 - P13: 0.0012
1920. E3 - D9: 0.0012
1921. M8 - S5: 0.0012
1922. E12 - D7: 0.0012
1923. M4 - risk_free_rate: 0.0012
1924. D1 - M12: 0.0012
1925. M12 - D2: 0.0012
1926. D9 - forward_returns: 0.0012
1927. risk_free_rate - D1: 0.0011
1928. risk_free_rate - D2: 0.0011
1929. forward_returns - P1: 0.0011
1930. V11 - D1: 0.0011
1931. V11 - D2: 0.0011
1932. P9 - S9: 0.0011
1933. M9 - D9: 0.0011
1934. V5 - I8: 0.0011
1935. S8 - D3: 0.0011
1936. D9 - market_forward_excess_returns: 0.0011
1937. E14 - market_forward_excess_returns: 0.0010
1938. M1 - date_id: 0.0010
1939. M17 - D3: 0.0010
1940. D9 - E6: 0.0010
1941. D5 - P10: 0.0010
1942. M10 - D7: 0.0010
1943. D1 - M9: 0.0010
1944. D2 - M9: 0.0010
1945. I3 - D7: 0.0010
1946. D3 - P3: 0.0010
1947. M17 - D2: 0.0009
1948. M17 - D1: 0.0009
1949. risk_free_rate - D6: 0.0009
1950. E12 - M15: 0.0009
1951. M7 - D3: 0.0008
1952. E16 - D8: 0.0008
1953. D6 - M12: 0.0008
1954. P1 - M7: 0.0008
1955. M11 - D3: 0.0007
1956. D8 - date_id: 0.0007
1957. D5 - V8: 0.0007
1958. P4 - S3: 0.0007
1959. E14 - V5: 0.0007
1960. D5 - E16: 0.0007
1961. D2 - E9: 0.0007
1962. E9 - D1: 0.0007
1963. V8 - D9: 0.0006
1964. D3 - I1: 0.0006
1965. E16 - D3: 0.0006
1966. M5 - D6: 0.0006
1967. P9 - D8: 0.0006
1968. E1 - D1: 0.0006
1969. E1 - D2: 0.0006
1970. M11 - D8: 0.0006
1971. M5 - D1: 0.0006
1972. M5 - D2: 0.0006
1973. D9 - E17: 0.0006
1974. V10 - E6: 0.0005
1975. D1 - E7: 0.0005
1976. E7 - D2: 0.0005
1977. E14 - M4: 0.0005
1978. D5 - V4: 0.0005
1979. P1 - market_forward_excess_returns: 0.0005
1980. E5 - D2: 0.0005
1981. E5 - D1: 0.0005
1982. D4 - M11: 0.0005
1983. D1 - S1: 0.0005
1984. D2 - S1: 0.0005
1985. D5 - P8: 0.0005
1986. M12 - D3: 0.0005
1987. D1 - E3: 0.0004
1988. D2 - E3: 0.0004
1989. P12 - E1: 0.0004
1990. S11 - market_forward_excess_returns: 0.0004
1991. D9 - E16: 0.0004
1992. M17 - D7: 0.0004
1993. D6 - M18: 0.0004
1994. D1 - M18: 0.0004
1995. D2 - M18: 0.0004
1996. D8 - M10: 0.0004
1997. D6 - E5: 0.0004
1998. D5 - M9: 0.0004
1999. E20 - D8: 0.0004
2000. E8 - D3: 0.0004
2001. D7 - S9: 0.0004
2002. D8 - M5: 0.0004
2003. E2 - D4: 0.0004
2004. D6 - I6: 0.0004
2005. I4 - D7: 0.0004
2006. P5 - M5: 0.0004
2007. D3 - I3: 0.0004
2008. P4 - M2: 0.0004
2009. P11 - D4: 0.0003
2010. D9 - I5: 0.0003
2011. D8 - P2: 0.0003
2012. V4 - D3: 0.0003
2013. E10 - D8: 0.0003
2014. E17 - D5: 0.0003
2015. market_forward_excess_returns - V1: 0.0003
2016. E17 - D3: 0.0003
2017. E19 - D7: 0.0003
2018. P9 - D7: 0.0003
2019. S4 - D3: 0.0003
2020. E17 - D6: 0.0003
2021. I2 - D8: 0.0003
2022. D5 - P11: 0.0002
2023. S11 - D7: 0.0002
2024. E10 - D6: 0.0002
2025. V13 - D4: 0.0002
2026. D5 - E15: 0.0002
2027. forward_returns - E3: 0.0002
2028. D1 - I3: 0.0002
2029. D2 - I3: 0.0002
2030. D6 - I7: 0.0002
2031. E18 - D2: 0.0002
2032. D1 - E18: 0.0002
2033. date_id - D5: 0.0002
2034. M9 - D6: 0.0002
2035. E17 - D8: 0.0002
2036. P8 - D1: 0.0001
2037. P8 - D2: 0.0001
2038. E5 - D9: 0.0001
2039. P6 - forward_returns: 0.0001
2040. I9 - M7: 0.0001
2041. D3 - I9: 0.0001
2042. risk_free_rate - D5: 0.0001
2043. I8 - D3: 0.0000
2044. E5 - D5: -0.0000
2045. M13 - D8: -0.0000
2046. D6 - E12: -0.0000
2047. P9 - D5: -0.0000
2048. P9 - D2: -0.0001
2049. P9 - D1: -0.0001
2050. D6 - S1: -0.0001
2051. D5 - E2: -0.0001
2052. I9 - D9: -0.0001
2053. D3 - E11: -0.0001
2054. I3 - D8: -0.0002
2055. I7 - D3: -0.0002
2056. E5 - D8: -0.0002
2057. D8 - V10: -0.0002
2058. D2 - E15: -0.0002
2059. D1 - E15: -0.0002
2060. M17 - D9: -0.0003
2061. D7 - V8: -0.0003
2062. V4 - D6: -0.0003
2063. D7 - M12: -0.0003
2064. P9 - D9: -0.0003
2065. I6 - D5: -0.0003
2066. D3 - E12: -0.0003
2067. D3 - I5: -0.0003
2068. M10 - D5: -0.0003
2069. D7 - E5: -0.0003
2070. V13 - D9: -0.0003
2071. E7 - D5: -0.0004
2072. D3 - E5: -0.0004
2073. E2 - D2: -0.0004
2074. E2 - D1: -0.0004
2075. D9 - E15: -0.0004
2076. P10 - D8: -0.0004
2077. D9 - date_id: -0.0004
2078. E2 - forward_returns: -0.0004
2079. D5 - M13: -0.0004
2080. D5 - M11: -0.0005
2081. D3 - E9: -0.0005
2082. D9 - M12: -0.0005
2083. D2 - date_id: -0.0005
2084. D1 - date_id: -0.0005
2085. V8 - E18: -0.0005
2086. D6 - P9: -0.0005
2087. D2 - M11: -0.0005
2088. D1 - M11: -0.0005
2089. D6 - I8: -0.0006
2090. S12 - M6: -0.0006
2091. P8 - S5: -0.0006
2092. P11 - D1: -0.0006
2093. P11 - D2: -0.0006
2094. D8 - V8: -0.0007
2095. I4 - D9: -0.0007
2096. market_forward_excess_returns - P6: -0.0007
2097. E6 - D5: -0.0007
2098. E20 - D7: -0.0007
2099. D2 - M14: -0.0007
2100. D1 - M14: -0.0007
2101. P12 - M7: -0.0007
2102. D2 - M2: -0.0008
2103. D1 - M2: -0.0008
2104. E3 - D5: -0.0008
2105. E13 - P4: -0.0008
2106. E4 - S5: -0.0008
2107. M14 - market_forward_excess_returns: -0.0008
2108. E16 - D6: -0.0008
2109. D7 - M11: -0.0009
2110. D6 - M11: -0.0009
2111. M12 - D8: -0.0009
2112. M13 - D2: -0.0009
2113. M13 - D1: -0.0009
2114. M9 - S10: -0.0009
2115. V10 - D3: -0.0009
2116. D8 - M17: -0.0009
2117. M4 - S11: -0.0009
2118. D5 - M17: -0.0009
2119. D9 - E18: -0.0009
2120. D7 - I9: -0.0009
2121. V7 - M8: -0.0009
2122. D7 - S4: -0.0009
2123. E18 - D8: -0.0009
2124. M17 - P4: -0.0010
2125. market_forward_excess_returns - S4: -0.0010
2126. D5 - E18: -0.0010
2127. forward_returns - risk_free_rate: -0.0010
2128. D8 - risk_free_rate: -0.0010
2129. E15 - D6: -0.0010
2130. I5 - P4: -0.0011
2131. P3 - E13: -0.0011
2132. M12 - D5: -0.0011
2133. D5 - V13: -0.0011
2134. D6 - P1: -0.0011
2135. E11 - D2: -0.0011
2136. D1 - E11: -0.0011
2137. D3 - E18: -0.0011
2138. D3 - S7: -0.0012
2139. D7 - P8: -0.0012
2140. D1 - V8: -0.0012
2141. V8 - D2: -0.0012
2142. S1 - P11: -0.0012
2143. S11 - V9: -0.0012
2144. M9 - D8: -0.0012
2145. forward_returns - E10: -0.0012
2146. E10 - P3: -0.0012
2147. D8 - I6: -0.0012
2148. P8 - D8: -0.0012
2149. D3 - V6: -0.0013
2150. E19 - D8: -0.0013
2151. P7 - M14: -0.0013
2152. M13 - D3: -0.0013
2153. D8 - E9: -0.0013
2154. D9 - M13: -0.0013
2155. D8 - I4: -0.0013
2156. D5 - S11: -0.0013
2157. I5 - D7: -0.0013
2158. D7 - V6: -0.0013
2159. I8 - D5: -0.0013
2160. D3 - M9: -0.0013
2161. D1 - P10: -0.0014
2162. P10 - D2: -0.0014
2163. M11 - P3: -0.0014
2164. D6 - E11: -0.0014
2165. E11 - P3: -0.0014
2166. M13 - D4: -0.0014
2167. market_forward_excess_returns - E20: -0.0014
2168. E10 - D3: -0.0014
2169. D2 - E20: -0.0014
2170. D1 - E20: -0.0014
2171. D8 - V5: -0.0014
2172. D7 - P10: -0.0014
2173. D3 - M3: -0.0015
2174. D3 - P8: -0.0015
2175. I5 - D5: -0.0015
2176. D9 - M10: -0.0015
2177. D6 - date_id: -0.0015
2178. D7 - E6: -0.0015
2179. M11 - D9: -0.0015
2180. E15 - D7: -0.0015
2181. D5 - P3: -0.0015
2182. I9 - P4: -0.0016
2183. S8 - P4: -0.0016
2184. D9 - E7: -0.0016
2185. I6 - S3: -0.0016
2186. I9 - D5: -0.0016
2187. S9 - P4: -0.0016
2188. D8 - I7: -0.0017
2189. D3 - S1: -0.0017
2190. D8 - P11: -0.0017
2191. S10 - D5: -0.0017
2192. D9 - V9: -0.0017
2193. E2 - D8: -0.0017
2194. M14 - D9: -0.0017
2195. D8 - I5: -0.0018
2196. E20 - D3: -0.0018
2197. D3 - E6: -0.0018
2198. M18 - D3: -0.0018
2199. E2 - D7: -0.0018
2200. M9 - market_forward_excess_returns: -0.0018
2201. S10 - D7: -0.0018
2202. S1 - D7: -0.0018
2203. D9 - V4: -0.0018
2204. D8 - I9: -0.0019
2205. E2 - market_forward_excess_returns: -0.0019
2206. P4 - I2: -0.0019
2207. S4 - D5: -0.0019
2208. I2 - D7: -0.0019
2209. D8 - I1: -0.0019
2210. P2 - D5: -0.0019
2211. market_forward_excess_returns - V5: -0.0019
2212. D1 - E8: -0.0019
2213. D2 - E8: -0.0019
2214. D8 - V3: -0.0020
2215. E8 - market_forward_excess_returns: -0.0020
2216. M3 - D7: -0.0020
2217. V8 - forward_returns: -0.0021
2218. D3 - M1: -0.0021
2219. P13 - S12: -0.0021
2220. S11 - forward_returns: -0.0021
2221. E3 - market_forward_excess_returns: -0.0021
2222. P2 - D9: -0.0022
2223. D5 - M14: -0.0022
2224. D9 - M7: -0.0022
2225. P2 - D1: -0.0022
2226. D2 - P2: -0.0022
2227. D8 - E3: -0.0023
2228. P4 - D4: -0.0023
2229. V10 - D9: -0.0023
2230. market_forward_excess_returns - S10: -0.0023
2231. M3 - S5: -0.0024
2232. M14 - D3: -0.0024
2233. forward_returns - I8: -0.0024
2234. V12 - E2: -0.0024
2235. D7 - P11: -0.0024
2236. D8 - E6: -0.0025
2237. E3 - D7: -0.0025
2238. D4 - S7: -0.0025
2239. D5 - V10: -0.0025
2240. D5 - P12: -0.0025
2241. S3 - D7: -0.0025
2242. M14 - D8: -0.0025
2243. E9 - D5: -0.0025
2244. P1 - S5: -0.0025
2245. M2 - P5: -0.0026
2246. D2 - V1: -0.0026
2247. V1 - D1: -0.0026
2248. market_forward_excess_returns - V3: -0.0026
2249. E16 - P3: -0.0026
2250. I8 - D7: -0.0026
2251. S3 - D5: -0.0026
2252. D1 - E6: -0.0026
2253. D2 - E6: -0.0026
2254. V9 - D8: -0.0026
2255. M4 - S4: -0.0026
2256. D5 - M7: -0.0027
2257. D7 - I7: -0.0027
2258. P3 - M3: -0.0027
2259. V5 - M2: -0.0027
2260. V5 - forward_returns: -0.0027
2261. M8 - P3: -0.0027
2262. D3 - E3: -0.0027
2263. P6 - D3: -0.0028
2264. S12 - I2: -0.0028
2265. E9 - D9: -0.0028
2266. V3 - forward_returns: -0.0028
2267. I8 - market_forward_excess_returns: -0.0028
2268. market_forward_excess_returns - E10: -0.0029
2269. D5 - V9: -0.0029
2270. M9 - forward_returns: -0.0030
2271. E9 - D7: -0.0030
2272. D6 - P2: -0.0030
2273. P7 - S1: -0.0030
2274. M15 - E4: -0.0030
2275. V7 - E1: -0.0030
2276. D9 - I8: -0.0030
2277. P4 - V13: -0.0031
2278. S2 - M2: -0.0031
2279. D6 - M13: -0.0031
2280. M8 - V3: -0.0031
2281. D3 - E2: -0.0032
2282. M14 - P3: -0.0032
2283. I2 - D6: -0.0033
2284. P1 - D2: -0.0033
2285. D1 - P1: -0.0033
2286. D8 - M6: -0.0033
2287. I1 - M4: -0.0033
2288. V2 - D2: -0.0033
2289. V2 - D1: -0.0033
2290. M15 - forward_returns: -0.0033
2291. D7 - E1: -0.0033
2292. I1 - E20: -0.0033
2293. P8 - E5: -0.0033
2294. D1 - M16: -0.0034
2295. M16 - D2: -0.0034
2296. S4 - forward_returns: -0.0034
2297. P13 - market_forward_excess_returns: -0.0034
2298. D4 - M16: -0.0034
2299. E8 - forward_returns: -0.0035
2300. S7 - M15: -0.0035
2301. P4 - M4: -0.0035
2302. D8 - M7: -0.0036
2303. D9 - S7: -0.0036
2304. D3 - P10: -0.0036
2305. S5 - P11: -0.0036
2306. M6 - D3: -0.0036
2307. D3 - I6: -0.0037
2308. D8 - V1: -0.0037
2309. D5 - E4: -0.0037
2310. V4 - D7: -0.0037
2311. E17 - P1: -0.0037
2312. V4 - D2: -0.0037
2313. D1 - V4: -0.0037
2314. S9 - D8: -0.0037
2315. D7 - E4: -0.0037
2316. I4 - E18: -0.0038
2317. D2 - E13: -0.0038
2318. D1 - E13: -0.0038
2319. V2 - M13: -0.0038
2320. P13 - forward_returns: -0.0038
2321. D4 - P10: -0.0039
2322. D1 - I6: -0.0039
2323. D2 - I6: -0.0039
2324. P4 - E14: -0.0039
2325. P3 - S4: -0.0039
2326. E5 - P4: -0.0040
2327. S2 - date_id: -0.0041
2328. P1 - D8: -0.0041
2329. D7 - V2: -0.0041
2330. V1 - forward_returns: -0.0041
2331. E17 - S5: -0.0041
2332. D5 - I1: -0.0041
2333. I1 - D7: -0.0041
2334. E9 - D6: -0.0042
2335. S5 - V12: -0.0042
2336. D3 - P11: -0.0042
2337. P4 - date_id: -0.0043
2338. S1 - D8: -0.0043
2339. D5 - I4: -0.0043
2340. M9 - P3: -0.0043
2341. market_forward_excess_returns - M15: -0.0043
2342. D5 - P1: -0.0043
2343. M16 - D3: -0.0044
2344. D7 - S2: -0.0044
2345. V12 - D8: -0.0044
2346. M5 - S9: -0.0044
2347. D5 - V12: -0.0044
2348. V5 - D3: -0.0045
2349. D4 - S5: -0.0045
2350. D8 - M4: -0.0046
2351. I4 - D3: -0.0047
2352. S8 - D9: -0.0047
2353. D9 - S2: -0.0047
2354. E17 - I7: -0.0048
2355. E5 - forward_returns: -0.0048
2356. forward_returns - I6: -0.0048
2357. D2 - M4: -0.0048
2358. M4 - D1: -0.0048
2359. D3 - V11: -0.0049
2360. M10 - D6: -0.0049
2361. S3 - M15: -0.0050
2362. S10 - forward_returns: -0.0050
2363. E12 - P6: -0.0050
2364. D2 - V9: -0.0050
2365. D1 - V9: -0.0050
2366. D7 - S8: -0.0051
2367. I2 - D5: -0.0051
2368. D9 - I1: -0.0052
2369. E4 - D3: -0.0052
2370. E19 - V4: -0.0052
2371. D9 - V2: -0.0052
2372. D6 - I4: -0.0053
2373. market_forward_excess_returns - I6: -0.0053
2374. forward_returns - M14: -0.0053
2375. E13 - M8: -0.0053
2376. E7 - D3: -0.0054
2377. V6 - P12: -0.0054
2378. S7 - D7: -0.0054
2379. P1 - D9: -0.0055
2380. S7 - D8: -0.0055
2381. I6 - V1: -0.0055
2382. P3 - I1: -0.0055
2383. D3 - P12: -0.0055
2384. P7 - M7: -0.0055
2385. M15 - P4: -0.0055
2386. P13 - D9: -0.0056
2387. D8 - V2: -0.0056
2388. V3 - M4: -0.0056
2389. I1 - forward_returns: -0.0057
2390. M1 - S1: -0.0058
2391. V7 - P4: -0.0058
2392. M8 - D9: -0.0059
2393. V2 - D5: -0.0059
2394. D9 - I7: -0.0060
2395. M2 - D4: -0.0060
2396. D5 - S7: -0.0060
2397. D5 - I7: -0.0061
2398. M4 - D3: -0.0061
2399. E14 - D4: -0.0061
2400. D6 - S12: -0.0061
2401. P1 - I8: -0.0061
2402. P5 - S4: -0.0061
2403. P13 - M6: -0.0062
2404. D3 - E13: -0.0064
2405. S8 - D8: -0.0064
2406. V5 - P3: -0.0065
2407. M12 - P13: -0.0065
2408. market_forward_excess_returns - I1: -0.0065
2409. D9 - S1: -0.0065
2410. E7 - D6: -0.0065
2411. D8 - M3: -0.0066
2412. D3 - E19: -0.0067
2413. S11 - P3: -0.0067
2414. M7 - forward_returns: -0.0068
2415. E1 - S9: -0.0068
2416. market_forward_excess_returns - M7: -0.0068
2417. M5 - S8: -0.0068
2418. D5 - S1: -0.0068
2419. S6 - P4: -0.0070
2420. E1 - P3: -0.0070
2421. S2 - D5: -0.0071
2422. M16 - S5: -0.0071
2423. P6 - D6: -0.0071
2424. D3 - M10: -0.0071
2425. market_forward_excess_returns - E5: -0.0072
2426. P3 - S12: -0.0072
2427. D8 - M8: -0.0073
2428. D3 - M5: -0.0073
2429. D1 - P12: -0.0073
2430. P12 - D2: -0.0073
2431. S10 - P4: -0.0074
2432. V12 - D9: -0.0074
2433. V2 - date_id: -0.0075
2434. S2 - D8: -0.0076
2435. E20 - M4: -0.0076
2436. I7 - V3: -0.0076
2437. I8 - P12: -0.0076
2438. D9 - S3: -0.0077
2439. D6 - S8: -0.0078
2440. D9 - E4: -0.0079
2441. P4 - M8: -0.0079
2442. I2 - D9: -0.0079
2443. S6 - M5: -0.0080
2444. V12 - I2: -0.0080
2445. market_forward_excess_returns - E18: -0.0082
2446. S8 - D5: -0.0082
2447. D7 - V12: -0.0083
2448. E18 - forward_returns: -0.0083
2449. V11 - I1: -0.0083
2450. I3 - M2: -0.0084
2451. D3 - risk_free_rate: -0.0084
2452. M4 - S10: -0.0084
2453. M6 - E14: -0.0085
2454. E12 - P3: -0.0085
2455. V6 - D2: -0.0085
2456. D1 - V6: -0.0085
2457. D3 - P5: -0.0086
2458. E12 - V13: -0.0086
2459. E13 - forward_returns: -0.0086
2460. D4 - risk_free_rate: -0.0086
2461. E17 - P3: -0.0087
2462. D7 - risk_free_rate: -0.0088
2463. E3 - D4: -0.0089
2464. S12 - P6: -0.0090
2465. E9 - P3: -0.0090
2466. D2 - V3: -0.0091
2467. D1 - V3: -0.0091
2468. P11 - forward_returns: -0.0093
2469. D4 - M17: -0.0093
2470. P7 - E17: -0.0093
2471. E20 - D4: -0.0094
2472. risk_free_rate - market_forward_excess_returns: -0.0094
2473. D5 - M8: -0.0094
2474. D4 - M9: -0.0095
2475. P5 - S11: -0.0095
2476. D6 - S2: -0.0095
2477. S8 - date_id: -0.0096
2478. market_forward_excess_returns - S9: -0.0096
2479. P4 - D9: -0.0097
2480. I1 - S1: -0.0097
2481. market_forward_excess_returns - E13: -0.0099
2482. P13 - E9: -0.0100
2483. I5 - P7: -0.0101
2484. M12 - D4: -0.0101
2485. S5 - D7: -0.0101
2486. S3 - P12: -0.0101
2487. S8 - market_forward_excess_returns: -0.0101
2488. M2 - S10: -0.0101
2489. D8 - P12: -0.0102
2490. S5 - P13: -0.0102
2491. S8 - forward_returns: -0.0103
2492. M15 - P6: -0.0103
2493. D6 - S4: -0.0104
2494. I9 - P7: -0.0104
2495. D2 - V10: -0.0104
2496. D1 - V10: -0.0104
2497. S4 - M5: -0.0106
2498. E15 - D4: -0.0106
2499. M4 - V1: -0.0106
2500. V9 - P4: -0.0106
2501. S7 - I5: -0.0107
2502. M15 - I6: -0.0108
2503. S10 - P3: -0.0108
2504. V9 - M15: -0.0109
2505. E14 - I2: -0.0109
2506. V6 - D9: -0.0109
2507. I9 - S7: -0.0109
2508. S5 - D3: -0.0109
2509. S9 - V2: -0.0110
2510. E5 - V2: -0.0110
2511. V8 - M4: -0.0110
2512. S7 - forward_returns: -0.0114
2513. V11 - E10: -0.0115
2514. I6 - P12: -0.0116
2515. M2 - E14: -0.0117
2516. P3 - market_forward_excess_returns: -0.0118
2517. P4 - risk_free_rate: -0.0118
2518. S6 - E17: -0.0118
2519. forward_returns - P3: -0.0118
2520. E7 - M15: -0.0119
2521. market_forward_excess_returns - P11: -0.0120
2522. M2 - P3: -0.0120
2523. S7 - market_forward_excess_returns: -0.0120
2524. M4 - V11: -0.0120
2525. market_forward_excess_returns - M18: -0.0122
2526. S12 - D7: -0.0125
2527. P4 - S11: -0.0126
2528. S9 - forward_returns: -0.0126
2529. M4 - E18: -0.0126
2530. E11 - P6: -0.0127
2531. S6 - V7: -0.0127
2532. D3 - E14: -0.0128
2533. E14 - P3: -0.0128
2534. M18 - forward_returns: -0.0130
2535. D8 - P13: -0.0131
2536. D4 - I4: -0.0132
2537. D8 - S4: -0.0133
2538. D6 - M2: -0.0133
2539. V13 - E1: -0.0133
2540. P10 - S7: -0.0133
2541. M17 - E4: -0.0134
2542. V7 - M15: -0.0135
2543. I8 - P13: -0.0136
2544. S7 - P3: -0.0136
2545. I8 - D4: -0.0136
2546. E18 - V12: -0.0137
2547. S5 - P2: -0.0137
2548. M15 - P7: -0.0138
2549. V11 - S4: -0.0138
2550. M2 - E9: -0.0140
2551. P3 - M12: -0.0141
2552. V5 - D5: -0.0141
2553. P3 - E5: -0.0141
2554. S9 - D1: -0.0142
2555. S9 - D2: -0.0142
2556. S6 - V6: -0.0142
2557. D6 - S10: -0.0142
2558. P12 - S8: -0.0142
2559. E2 - P3: -0.0142
2560. S7 - P4: -0.0143
2561. S6 - M15: -0.0143
2562. V3 - P7: -0.0144
2563. S10 - V9: -0.0145
2564. D7 - M15: -0.0146
2565. V9 - P7: -0.0146
2566. S5 - D6: -0.0147
2567. E18 - S5: -0.0147
2568. E3 - P3: -0.0148
2569. V8 - S5: -0.0149
2570. date_id - S3: -0.0149
2571. S9 - D5: -0.0149
2572. S2 - M18: -0.0149
2573. P5 - D1: -0.0149
2574. D2 - P5: -0.0149
2575. date_id - D4: -0.0150
2576. P4 - S12: -0.0151
2577. E13 - I8: -0.0152
2578. S11 - E9: -0.0153
2579. S9 - M2: -0.0153
2580. E5 - V4: -0.0153
2581. S1 - P3: -0.0155
2582. S3 - M2: -0.0155
2583. V11 - E5: -0.0155
2584. P4 - D6: -0.0157
2585. E2 - date_id: -0.0158
2586. E3 - V8: -0.0159
2587. E6 - S8: -0.0160
2588. S4 - M9: -0.0160
2589. D8 - S11: -0.0161
2590. M5 - P3: -0.0162
2591. S10 - D8: -0.0163
2592. D5 - P13: -0.0164
2593. S5 - M6: -0.0165
2594. M4 - S9: -0.0165
2595. M7 - V11: -0.0166
2596. S9 - I6: -0.0167
2597. P10 - forward_returns: -0.0167
2598. V9 - E4: -0.0167
2599. M16 - I2: -0.0167
2600. S5 - V3: -0.0167
2601. P6 - D8: -0.0167
2602. I2 - S5: -0.0169
2603. E16 - P7: -0.0170
2604. S2 - V4: -0.0170
